Type,Parent,SKU,Name,Regular price,Published,Tax status,In stock?,Stock,Visibility in catalog,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Categories,Description,Allow customer reviews
variation,SNK-45,SNK-45-30-Enfant-Noir,Nike Dunk Low - Enfant / 30 / Noir,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,30,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-31-Enfant-Blanc,Nike Dunk Low - Enfant / 31 / Blanc,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,31,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-31-Enfant-Crème,Nike Dunk Low - Enfant / 31 / Crème,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,31,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-31-Enfant-Noir,Nike Dunk Low - Enfant / 31 / Noir,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,31,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-32-Enfant-Blanc,Nike Dunk Low - Enfant / 32 / Blanc,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,32,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-32-Enfant-Crème,Nike Dunk Low - Enfant / 32 / Crème,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,32,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-32-Enfant-Noir,Nike Dunk Low - Enfant / 32 / Noir,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,32,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-33-Enfant-Blanc,Nike Dunk Low - Enfant / 33 / Blanc,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,33,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-33-Enfant-Crème,Nike Dunk Low - Enfant / 33 / Crème,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,33,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-33-Enfant-Noir,Nike Dunk Low - Enfant / 33 / Noir,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,33,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-34-Enfant-Blanc,Nike Dunk Low - Enfant / 34 / Blanc,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,34,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-34-Enfant-Crème,Nike Dunk Low - Enfant / 34 / Crème,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,34,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-34-Enfant-Noir,Nike Dunk Low - Enfant / 34 / Noir,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,34,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-35-Enfant-Blanc,Nike Dunk Low - Enfant / 35 / Blanc,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,35,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-35-Enfant-Crème,Nike Dunk Low - Enfant / 35 / Crème,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,35,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-35-Enfant-Noir,Nike Dunk Low - Enfant / 35 / Noir,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,35,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-36-Enfant-Blanc,Nike Dunk Low - Enfant / 36 / Blanc,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,36,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-36-Enfant-Crème,Nike Dunk Low - Enfant / 36 / Crème,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,36,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-36-Enfant-Noir,Nike Dunk Low - Enfant / 36 / Noir,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,36,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-37-Enfant-Blanc,Nike Dunk Low - Enfant / 37 / Blanc,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,37,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-37-Enfant-Crème,Nike Dunk Low - Enfant / 37 / Crème,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,37,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-37-Enfant-Noir,Nike Dunk Low - Enfant / 37 / Noir,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,37,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-38-Enfant-Blanc,Nike Dunk Low - Enfant / 38 / Blanc,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,38,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-38-Enfant-Crème,Nike Dunk Low - Enfant / 38 / Crème,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,38,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-38-Enfant-Noir,Nike Dunk Low - Enfant / 38 / Noir,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,38,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-39-Enfant-Blanc,Nike Dunk Low - Enfant / 39 / Blanc,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,39,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-39-Enfant-Crème,Nike Dunk Low - Enfant / 39 / Crème,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,39,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-45,SNK-45-39-Enfant-Noir,Nike Dunk Low - Enfant / 39 / Noir,96,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,39,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,"Sport, Training, Running",,1
variation,SNK-46,SNK-46-27-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 27 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,27,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-27-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 27 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,27,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-27-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 27 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,27,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-28-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 28 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,28,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-28-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 28 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,28,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-28-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 28 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,28,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-29-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 29 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,29,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-29-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 29 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,29,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-29-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 29 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,29,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-30-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 30 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,30,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-30-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 30 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,30,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-30-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 30 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,30,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-31-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 31 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,31,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-31-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 31 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,31,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-31-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 31 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,31,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-32-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 32 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,32,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-32-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 32 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,32,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-32-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 32 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,32,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-33-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 33 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,33,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-33-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 33 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,33,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-33-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 33 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,33,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-34-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 34 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,34,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-34-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 34 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,34,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-34-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 34 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,34,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-35-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 35 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,35,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-35-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 35 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,35,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-35-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 35 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,35,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-36-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 36 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,36,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-36-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 36 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,36,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-36-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 36 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,36,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-37-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 37 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,37,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-37-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 37 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,37,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-37-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 37 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,37,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-38-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 38 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,38,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-38-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 38 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,38,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-38-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 38 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,38,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-39-Enfant-Blanc,Nike Air Jordan 1 Low - Enfant / 39 / Blanc,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,39,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-39-Enfant-Crème,Nike Air Jordan 1 Low - Enfant / 39 / Crème,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,39,1,1,,pa_couleur,Crème,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-46,SNK-46-39-Enfant-Noir,Nike Air Jordan 1 Low - Enfant / 39 / Noir,130,1,taxable,1,,visible,pa_genre,Enfant,1,1,,pa_taille,39,1,1,,pa_couleur,Noir,1,1,,pa_marque,Nike,1,1,,Training,,1
variation,SNK-47,SNK-47-39-Homme-Blanc,Converse Chuck Taylor All-Star High - Homme / 39 / Blanc,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,39,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-39-Homme-Crème,Converse Chuck Taylor All-Star High - Homme / 39 / Crème,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,39,1,1,,pa_couleur,Crème,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-39-Homme-Noir,Converse Chuck Taylor All-Star High - Homme / 39 / Noir,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,39,1,1,,pa_couleur,Noir,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-40-Homme-Blanc,Converse Chuck Taylor All-Star High - Homme / 40 / Blanc,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,40,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-40-Homme-Crème,Converse Chuck Taylor All-Star High - Homme / 40 / Crème,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,40,1,1,,pa_couleur,Crème,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-40-Homme-Noir,Converse Chuck Taylor All-Star High - Homme / 40 / Noir,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,40,1,1,,pa_couleur,Noir,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-405-Homme-Blanc,Converse Chuck Taylor All-Star High - Homme / 40.5 / Blanc,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,40.5,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-405-Homme-Crème,Converse Chuck Taylor All-Star High - Homme / 40.5 / Crème,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,40.5,1,1,,pa_couleur,Crème,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-405-Homme-Noir,Converse Chuck Taylor All-Star High - Homme / 40.5 / Noir,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,40.5,1,1,,pa_couleur,Noir,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-41-Homme-Blanc,Converse Chuck Taylor All-Star High - Homme / 41 / Blanc,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,41,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-41-Homme-Crème,Converse Chuck Taylor All-Star High - Homme / 41 / Crème,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,41,1,1,,pa_couleur,Crème,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-41-Homme-Noir,Converse Chuck Taylor All-Star High - Homme / 41 / Noir,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,41,1,1,,pa_couleur,Noir,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-42-Homme-Blanc,Converse Chuck Taylor All-Star High - Homme / 42 / Blanc,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,42,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-42-Homme-Crème,Converse Chuck Taylor All-Star High - Homme / 42 / Crème,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,42,1,1,,pa_couleur,Crème,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-42-Homme-Noir,Converse Chuck Taylor All-Star High - Homme / 42 / Noir,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,42,1,1,,pa_couleur,Noir,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-425-Homme-Blanc,Converse Chuck Taylor All-Star High - Homme / 42.5 / Blanc,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,42.5,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-425-Homme-Crème,Converse Chuck Taylor All-Star High - Homme / 42.5 / Crème,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,42.5,1,1,,pa_couleur,Crème,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-425-Homme-Noir,Converse Chuck Taylor All-Star High - Homme / 42.5 / Noir,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,42.5,1,1,,pa_couleur,Noir,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-43-Homme-Blanc,Converse Chuck Taylor All-Star High - Homme / 43 / Blanc,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,43,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-43-Homme-Crème,Converse Chuck Taylor All-Star High - Homme / 43 / Crème,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,43,1,1,,pa_couleur,Crème,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-43-Homme-Noir,Converse Chuck Taylor All-Star High - Homme / 43 / Noir,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,43,1,1,,pa_couleur,Noir,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-44-Homme-Blanc,Converse Chuck Taylor All-Star High - Homme / 44 / Blanc,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,44,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-44-Homme-Crème,Converse Chuck Taylor All-Star High - Homme / 44 / Crème,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,44,1,1,,pa_couleur,Crème,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-44-Homme-Noir,Converse Chuck Taylor All-Star High - Homme / 44 / Noir,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,44,1,1,,pa_couleur,Noir,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-445-Homme-Blanc,Converse Chuck Taylor All-Star High - Homme / 44.5 / Blanc,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,44.5,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-445-Homme-Crème,Converse Chuck Taylor All-Star High - Homme / 44.5 / Crème,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,44.5,1,1,,pa_couleur,Crème,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-445-Homme-Noir,Converse Chuck Taylor All-Star High - Homme / 44.5 / Noir,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,44.5,1,1,,pa_couleur,Noir,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-45-Homme-Blanc,Converse Chuck Taylor All-Star High - Homme / 45 / Blanc,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,45,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-45-Homme-Crème,Converse Chuck Taylor All-Star High - Homme / 45 / Crème,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,45,1,1,,pa_couleur,Crème,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-45-Homme-Noir,Converse Chuck Taylor All-Star High - Homme / 45 / Noir,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,45,1,1,,pa_couleur,Noir,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-46-Homme-Blanc,Converse Chuck Taylor All-Star High - Homme / 46 / Blanc,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,46,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-46-Homme-Crème,Converse Chuck Taylor All-Star High - Homme / 46 / Crème,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,46,1,1,,pa_couleur,Crème,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
variation,SNK-47,SNK-47-46-Homme-Noir,Converse Chuck Taylor All-Star High - Homme / 46 / Noir,95,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,46,1,1,,pa_couleur,Noir,1,1,,pa_marque,Converse,1,1,,Lifestyle,,1
